"participant","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","c_0002","consent","gender","age","normQ","Nrm_el","v_193","v_194","v_203","v_195","v_196","v_204","v_197","v_198","v_205","InJu1","v_206","v_207","v_208","v_209","v_210","v_211","v_212","v_213","v_214","Int_Rsn","hrm_st","nrm_st","v_224","v_225","v_226","v_227","v_228","v_229","v_230","v_231","v_232","InCf1","InRem1","InSWr1","InAR1","InRem2","InSWr2","InAR2","InRem3","InSWr3","InAR3","InCS","InStR","string_coded","critical_slide_wrong","Dumb_incl_string","v_215","v_216","v_217","v_218","v_219","v_220","v_221","v_222","v_223","InJu2","v_233","v_234","v_235","v_236","v_237","v_238","v_239","v_240","v_241","InChM","InCf2","v_181","Hrm_rel","Hrm_oth","hrm_Qs","InIrr","InCu","InRsn2","InGut","pot_hrm","box","rugb","NFC1","NFC2","NFC3","NFC4","NFC5","NFC6","NFC7","NFC8","NFC9","NFC10","NFC11","NFC12","NFC13","NFC14","NFC15","NFC16","NFC17","NFC18","ethics","ethStR","condition","cog_load_test","cog_load_CS","cog_load_CS_num","Ju1_bin","Ju2_bin","wrong1","wrong2","NFC3R","NFC4R","NFC5R","NFC7R","NFC8R","NFC9R","NFC12R","NFC16R","NFC17R","NFC_tot","NFC","pot_hrm_bin","all_harm","all_harm_norm","nrm_all","Roz_fully_C","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always","cog_Mch_num","Dumb_response","engaged","right_change","wrong1b","wrong2b"
54,12,0,"no tester","Completed (31)","2156821                     ",NA,510,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",37,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Just because no one was hurt this time does not mean that no one will be hurt the next time.  It is the potential that someone could be hurt that makes the act immoral                                                                                       ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Incest is immoral based mostly on the fact that children born of incest tend to have mental defects.  Society considers it immoral, as well.                                                                                                                  ","harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",1,"Yes","No","Yes, I have a reason","Yes","No","Yes, I have a reason","Yes","No","Yes, I have a reason","There is nothing wrong.","-66                                                                                                                                                                                                                                                           ",NA,NA,"There is nothing wrong.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",4,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","7: Extremely",5,"Easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","1: Not at all","1: Not at all",5,"3",3,"Yes","Yes",5,1,9,9,5,1,9,9,1,1,1,5,1,9,1,9,9,1,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","neutral","wrong","not wrong",1,1,5,1,1,9,5,1,1,46,-2.44444444444444,"wrong","true","false","false","false","wrong","not wrong","not wrong","not wrong","not wrong","not wrong",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,"unstated","reason","reason","reason","unstated","unstated","reason","reason","reason",TRUE,5,"nothing wrong","engaged","nothing wrong","wrong",NA
55,51,0,"no tester","Completed (31)","2156821                     ",NA,1564,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",52,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","I do think it depends on the specific norm, but in general if something is not right just doing it because it's fun isn't a good excuse.  It could potentially be okay if there's a good reason for breaking it, but not just for fun.                        ","not quoted","quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted","not quoted",4,"quoted","quoted","quoted","not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","Incest is taboo, but when there are two adults consenting, it's still gross but I don't think it's wrong.                                                                                                                                                     ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",5,"Yes","No","Yes, I have a reason","Yes","No","Yes, I have a reason","Yes","No","Yes, I have a reason","There is nothing wrong.","-66                                                                                                                                                                                                                                                           ",NA,NA,"There is nothing wrong.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",4,"quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","1: Not at all",5,"Easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","1: Not at all","1: Not at all",7,"1: Not at all",4,"No","No",7,7,2,2,1,7,2,3,2,8,7,2,6,8,6,2,1,9,"No","-99                                                                                                                                                                                                                                                           ","control",FALSE,TRUE,9,"neutral","neutral","not wrong","not wrong",8,8,9,8,7,8,8,8,9,138,2.66666666666667,"neutral","true","false","false","false","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","unstated","unstated","reason","reason","reason",TRUE,5,"nothing wrong","engaged","nothing wrong",NA,NA
56,35,0,"no tester","Completed (31)","2156821                     ",NA,462,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",30,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted","not quoted",6,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","MY BEST REASON                                                                                                                                                                                                                                                ","no harm mentioned","norms not mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","No","Yes, I have a reason","No","No","Yes, I have a reason","Yes","Yes","No, I have no reason","There is nothing wrong.","-66                                                                                                                                                                                                                                                           ",NA,NA,"There is nothing wrong.","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted",7,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","7: Extremely",7,"Extremely easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","4: neutral","3",5,"6",6,"No","Yes",7,8,9,8,7,8,8,9,8,8,9,8,7,8,9,8,9,9,"No","-99                                                                                                                                                                                                                                                           ","control",FALSE,FALSE,5,"right","right","not wrong","not wrong",1,2,3,2,1,2,2,2,1,89,-0.0555555555555554,"right","true","true","true","true","not wrong","not wrong","not wrong","wrong","not wrong","not wrong",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,TRUE,2,"unstated","reason","reason","no reason","unstated","unstated","reason","reason","no reason",FALSE,7,"nothing wrong","not engaged","right initially","not wrong","not wrong"
57,41,0,"no tester","Completed (31)","2156821                     ",NA,327,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",30,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",3,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Society says it's wrong, but with using protection no one was hurt                                                                                                                                                                                            ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",5,"Yes","Yes","No, I have no reason","Yes","No","Yes, I have a reason","Yes","No","Yes, I have a reason","There is nothing wrong.","-66                                                                                                                                                                                                                                                           ",NA,NA,"There is nothing wrong.","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",4,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","6",5,"neither difficult nor easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","2","2",6,"2",3,"No","No",8,2,8,8,3,2,7,3,3,3,7,6,6,4,3,3,6,4,"Yes","business ethics                                                                                                                                                                                                                                               ","control",TRUE,FALSE,5,"wrong","neutral","wrong","not wrong",2,2,7,3,7,7,4,7,4,82,-0.444444444444445,"wrong","true","true","true","true","wrong","wrong","not wrong","not wrong","not wrong","not wrong",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE,1,"unstated","no reason","reason","reason","unstated","unstated","no reason","reason","reason",FALSE,4,"nothing wrong","not engaged","nothing wrong","wrong",NA
58,60,0,"no tester","Completed (31)","2156821                     ",NA,540,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",63,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",4,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","They had a positive experience and no one was harmed.                                                                                                                                                                                                         ","no harm mentioned","norms not mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","No","Yes, I have a reason","Yes","No","Yes, I have a reason","Yes","No","Yes, I have a reason","There is nothing wrong.","-66                                                                                                                                                                                                                                                           ",NA,NA,"There is nothing wrong.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",4,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Very easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","1: Not at all","1: Not at all",7,"4: neutral",4,"Yes","No",7,5,3,3,2,5,5,4,6,8,8,3,3,8,7,2,2,8,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"neutral","neutral","not wrong","not wrong",7,7,8,5,6,4,7,8,8,119,1.61111111111111,"neutral","true","true","true","true","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","unstated","unstated","reason","reason","reason",TRUE,6,"nothing wrong","engaged","nothing wrong",NA,NA
59,53,0,"no tester","Completed (31)","2156821                     ",NA,440,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",26,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","I feel like it's always wrong to violate an established moral norm, even if no one is harmed.                                                                                                                                                                 ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","I feel that it is morally wrong what they have done, even if no one was harmed as a result.                                                                                                                                                                   ","no harm mentioned","norms not mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","Yes","No, I have no reason","Yes","Yes","No, I have no reason","Yes","Yes","No, I have no reason","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",1,"Extremely easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","5","1: Not at all",1,"7: Extremely",4,"No","No",7,5,2,3,7,3,6,2,4,2,4,1,3,7,4,1,3,2,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",8,7,3,4,8,6,9,9,7,98,0.444444444444445,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE,7,"admission","engaged","dumbfounded","wrong","wrong"
60,68,0,"no tester","Completed (31)","2156821                     ",NA,429,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",56,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Morality is what holds us up as humans and if we dont follow a code of values and morals, then we dont have a guideline to live by.                                                                                                                           ","quoted","quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","it is just morally wrong. it is a reason, of just that it is not allowed. taboo                                                                                                                                                                               ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",6,"Yes","Yes","No, I have no reason","Yes","Yes","No, I have no reason","Yes","Yes","No, I have no reason","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Very difficult","Yes, I am able to believe this","Yes, I am able to believe this","no harm","7: Extremely Irritated","4: neutral",1,"6",4,"No","No",7,7,3,8,5,7,7,4,5,5,7,8,6,6,6,5,6,3,"No","-99                                                                                                                                                                                                                                                           ","control",FALSE,TRUE,9,"wrong","wrong","wrong","wrong",7,2,5,3,6,5,2,5,4,93,0.166666666666667,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE,2,"admission","engaged","dumbfounded","wrong","wrong"
61,14,0,"no tester","Completed (31)","2156821                     ",NA,1162,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",53,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","I was raised with morals, and that meant you  did not go around hurting anyone just for fun.                                                                                                                                                                  ","quoted","not quoted","quoted","not quoted","not quoted","not quoted","quoted","not quoted","quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Brothers and sisters have no business messing around with each other,that is down right sick.These people have the same mother and father.                                                                                                                    ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",4,"No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason."," They are brother and sister this is called incest,they even have laws against this is some states                                                                                                                                                            ","reason",NA,"It's wrong and I can provide a valid reason.","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"neither difficult nor easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","4: neutral","1: Not at all",7,"1: Not at all",4,"No","No",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"No","-99                                                                                                                                                                                                                                                           ","control",FALSE,FALSE,5,"wrong","wrong","wrong","wrong",5,5,5,5,5,5,5,5,5,90,0,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,4,"reasons","not engaged","reasons","wrong","wrong"
62,17,0,"no tester","Suspended (22)","2156820                     ",NA,538,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",42,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","to me morals are a guideline to living life in a way that makes me happy. To violate those morals is against my judgement no matter the gain.                                                                                                                 ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",3,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","to have sex just for the want of knowing what is was like is to me morally wrong.                                                                                                                                                                             ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",6,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Sex is a moral action. It is an emotional time for excitement, love and a bond between two people. It has its place for a couple to enjoy each other and their company. To have sex just for trial or to say you did it, is morally not right to me.          ","statement without reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted",3,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","1: Not at all","1: Not at all",7,"2",4,"No","No",8,9,2,8,3,3,2,9,9,9,9,1,9,6,5,2,2,9,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,FALSE,3,"wrong","wrong","wrong","wrong",8,2,7,8,1,1,9,8,8,119,1.61111111111111,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,5,"reasons","not engaged","reasons","wrong","wrong"
63,16,0,"no tester","Completed (31)","2156821                     ",NA,1042,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",33,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","In society, we rely on established morals norms for its functioning. Allowing for the ignoring of the moral norms 'for fun or personal enjoyment' even if it does not harm others only leads to a slippery slope.                                             ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",2,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","It is obviously morally wrong according to our moral norms for siblings to have sexual relations. I acknowledge that all morals have grey areas, hence my selection.                                                                                          ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",6,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","There is a chance, albeit minuscule, that having sexual relations will lead to a inbred child. Perhaps the sister forgot to take birth control that morning, or the condom is past its expiration date. Perhaps not this time, but if we allow it this time, w","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted",2,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",6,"neither difficult nor easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","1: Not at all","2",6,"4: neutral",3,"No","No",6,8,2,2,1,7,6,3,5,8,7,1,4,8,8,7,3,8,"Yes","Introduction to Moral Philosophy  Principles of Professional Ethics                                                                                                                                                                                           ","control",TRUE,FALSE,5,"wrong","wrong","wrong","wrong",8,8,9,4,7,5,9,3,7,124,1.88888888888889,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,4,"reasons","not engaged","reasons","wrong","wrong"
64,30,0,"no tester","Completed (31)","2156821                     ",NA,1300,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",35,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Violating established norms MAY or MAY NOT result in harm. For instance, dressing or acting obnoxiously in public (you now what  group  I am referring to) does not necessarily result in harm.                                                               ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","The actions between the two are referred to as  incest,  which is very taboo.                                                                                                                                                                                 ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","Yes","Unsure","Yes","Yes","No, I have no reason","Yes","Yes","No, I have no reason","It's wrong and I can provide a valid reason.","This behavior is prohibited in most, if not all states. The subjects also acted in a way God would not approve of.                                                                                                                                            ","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Very easy","Yes, I am able to believe this","Yes, I am able to believe this","no harm","4: neutral","1: Not at all",7,"6",6,"No","No",2,5,7,9,4,2,5,9,9,6,3,9,2,1,1,8,7,9,"No","n/a                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",3,1,6,5,1,1,1,2,3,54,-2,"right","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,"unstated","unstated","no reason","no reason","reason","unstated","no reason","no reason","no reason",FALSE,6,"reasons","engaged","reasons","wrong","wrong"
65,20,0,"no tester","Suspended (22)","2156820                     ",NA,507,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",32,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Violating a moral norm may not seem to harm anyone, but chances are the violator will be affected                                                                                                                                                             ","not quoted","not quoted","quoted","quoted","not quoted","quoted","quoted","not quoted","not quoted",6,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Mark and Julie are taking precautions and having safe sex                                                                                                                                                                                                     ","no harm mentioned","norms not mentioned","not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted",1,"Yes","No","No, I have no reason","Yes","No","No, I have no reason","Yes","No","No, I have no reason","There is nothing wrong.","-66                                                                                                                                                                                                                                                           ",NA,NA,"There is nothing wrong.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",7,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Very difficult","No, I am not able to believe this","Yes, I am able to believe this","harm","2","5",5,"3",3,"No","No",3,4,7,7,7,3,6,7,8,4,3,7,3,3,4,8,6,4,"No","-99                                                                                                                                                                                                                                                           ","control",FALSE,TRUE,9,"right","right","not wrong","not wrong",3,3,3,4,3,2,3,2,4,58,-1.77777777777778,"wrong","true","true","true","false","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","unstated","unstated","no reason","no reason","no reason",FALSE,2,"nothing wrong","engaged","right initially","not wrong","not wrong"
66,4,0,"no tester","Completed (31)","2156821                     ",NA,350,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",25,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",3,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","The consequences could have been very bad, if she had gotten pregnant, although they were using a lot of contraception, so the likelihood was very low.                                                                                                       ","harm mentioned","norms not mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",5,"Yes","No","Unsure","Yes","No","Unsure","Yes","No","Unsure","There is nothing wrong.","-66                                                                                                                                                                                                                                                           ",NA,NA,"There is nothing wrong.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",4,"not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted","5",5,"Very easy","No, I am not able to believe this","Yes, I am able to believe this","harm","4: neutral","5",5,"5",5,"Yes","No",9,9,1,1,1,9,2,6,5,8,9,1,5,9,7,5,1,9,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","neutral","wrong","not wrong",9,9,9,8,4,5,9,5,9,141,2.83333333333333,"right","true","true","true","false","wrong","not wrong","not wrong","not wrong","not wrong","not wrong",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,"unstated","unstated","unstated","unstated","unstated","unstated","no reason","no reason","no reason",FALSE,6,"nothing wrong","engaged","nothing wrong","wrong",NA
67,22,0,"no tester","Completed (31)","2156821                     ",NA,752,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",27,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","not quoted","quoted",4,"not quoted","quoted","not quoted","quoted","not quoted","not quoted","not quoted","not quoted","not quoted","felt right                                                                                                                                                                                                                                                    ","no harm mentioned","norms not mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",6,"Yes","Yes","Yes, I have a reason","Yes","Yes","Unsure","Yes","Yes","Unsure","It's wrong and I can provide a valid reason.","felt right                                                                                                                                                                                                                                                    ","statement without reason",NA,"It's wrong and I can provide a valid reason.","quoted","not quoted","not quoted","quoted","not quoted","not quoted","not quoted","quoted","not quoted",5,"not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","not quoted","quoted","3",6,"Easy","No, I am not able to believe this","Yes, I am able to believe this","harm","6","5",5,"6",3,"No","Yes",6,5,4,3,4,5,6,5,5,5,4,3,2,2,3,4,5,6,"Yes","-99                                                                                                                                                                                                                                                           ","control",FALSE,FALSE,5,"neutral","right","not wrong","not wrong",6,7,6,4,5,5,7,6,5,89,-0.0555555555555554,"wrong","true","true","true","false","not wrong","wrong","wrong","wrong","wrong","not wrong",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,TRUE,2,"unstated","reason","unstated","unstated","reason","unstated","reason","no reason","no reason",FALSE,5,"reasons","not engaged","reasons",NA,"not wrong"
