"run_id","condition","rt","url","trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","SESSION_ID","STUDY_ID","preview","subject","age","gender","gender_rt","attention_check2","attention_check2_rt","attention_check1","attention_check1_rt","scenario","test_condition","InJu1","InJu1_rt","InJu1_trial1","InJu1_trial2","InJu1_trial3","conf1","ca1","sw1","rsn1","ca2","sw2","rsn2","ca3","sw3","rsn3","CS","CS_rt","CS_trial1","CS_trial2","CS_trial3","InJu2","InJu2_rt","InJu2_trial1","InJu2_trial2","InJu2_trial3","conf2","previous_experience","responses","stimulus","button_pressed","key_press","response","cog_practice","cog_practice1","cog_practice2","cog_practice3","cog_load_response8","cog_load_response0","reason","cog_load_response5","cog_practice_trial_number","InJu1_trial_number","CS_trial_number","InJu2_trial_number","Ju1_bin","Ju2_bin","InCS","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always"
1053,"cog_load","3661.600000023842","""","html-button-response",36,873672,"0.0-4.0-1.0-8.0","5b293dcbd5035800018d86c0","618d9ce6275823f339ada93a","618d7b245d63c4043bcefa04",NA,"sym81t7nxdsjk48","29",1,1492,3,15716.9000000358,4,2598.69999998808,"Incest","cog_load","2","10132",1,0,0,3,1,0,1,0,0,0,0,0,0,NA,7264.69999998808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","<p style=""text-align: left"">The next page contains a <b>question</b> and an <b>attention task</b> (<i>number scroll</i> video)</p><br><p style=""text-align: left; font-size:20px;"">While answering the question, please count how many times you see the number below:<br></p><p style=""font-size:40px;""><b>three: 3</b></p><p>(The next page will expire within 20 seconds)</br>(You will have 3 attempts at this question)</p>","0","""","""",2,1,0,0,"6","0",NA,NA,1,1,NA,NA,"wrong",NA,NA,"wrong","wrong","wrong","wrong",NA,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,TRUE,1,NA,NA,"unstated","no reason","reason","reason",NA,"unstated","no reason","reason","reason",FALSE
450,"cog_load","9319.60000000149","debriefing_form.html","external-html",53,232055,"0.0-7.0","5b29601834ffd00001b4a10f","618c4b92764bf0ba9052c76d","618c128dfba7721f72bf2b1f",NA,"srzd4r3qqa4nlny","21",0,1377,1,10636.900000006,8,15208.8000000045,"Heinz","cog_load","3","4575.4000000059605",1,0,0,5,0,1,0,0,0,0,0,1,0,0,9306.79999999702,1,0,0,"5","3750.7000000029802",1,0,0,5,"no","""","""","""","""","""",1,1,0,0,"1","1",NA,"1",1,1,1,1,"wrong","right","There is nothing wrong.","wrong","not wrong","wrong","not wrong","not wrong","not wrong",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,3,"unstated","reason","reason","reason","unstated","unstated","reason","reason","reason",TRUE
781,"cog_load","5374.600000000093","""","survey-text",53,287694,"0.0-6.0","5b3b5f13dd6af000014d2a68","618c80e3f486fe381278db17","618c128dfba7721f72bf2b20",NA,"fk5bf3w9e4b6s9p","53",1,7886,4,8662.5,8,20141.7000000002,"Jennifer","cog_load","2","14042.100000000093",1,0,0,5,1,0,0,0,0,0,0,0,0,2,10693.3000000003,1,0,0,"2","10908",1,0,0,3,"no","{""Q0"":""no thanks""}","""","""","""","""",2,1,0,0,"1","2","2","1",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
6,"control","5243.5","debriefing_form.html","external-html",27,240147,"0.0-7.0","5b491e309094ef00011fb820","618c1d91a063c67d4b0f37e6","618c128dfba7721f72bf2b34",NA,"5r6170o8loda0fj","35",0,1255.40000000596,1,26089.900000006,8,24851.3999999911,"Incest","control","1","6451",1,0,0,7,0,0,0,0,0,0,0,0,0,2,10194.099999994,1,0,0,"1","12985.60000000894",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Incest",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
389,"control","40808.5","debriefing_form.html","external-html",27,580309,"0.0-7.0","5b539a1dc4e1f500011dcc2a","618c470f672e10ac6349d7a9","618c128dfba7721f72bf2b28",NA,"o319k6m66rpmpdu","39",1,2029.60000002384,1,31783.7999999523,8,36947.5,"Jennifer","control","1","10106.5",1,0,0,7,1,0,0,0,0,0,0,0,0,2,13294.1999999881,1,0,0,"1","15379.400000035763",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"First of all the body belonged to a person, meaning human being. That means she cannibalised it which is an offence by law. Furthermore the body was donated for medical research and not for consumption despite having fulfilled the purpose. Doing something else means that you don't respect the wish of the donor. Finally she is vegetarian and consuming mean doesn't match with her beliefs.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
651,"control","37804.09999990463","debriefing_form.html","external-html",27,568902,"0.0-7.0","5b56f9602a4d0c0001aed3c4","618c5c38d6c08f531345c416","618c128dfba7721f72bf2b15",NA,"os1q7ofk7s2c9d3","66",1,2683,1,31812.4000000954,8,44063.6000001431,"Incest","control","2","13681.100000143051",1,0,0,6,0,0,0,0,0,0,0,0,0,2,9910.59999990463,1,0,0,"2","5964.700000047684",1,0,0,6,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"It is totally inappropriate for siblings to do so. Society says so. Contraception can fail and genetically sex is unsafe. They could have emotional problems later and he unable to form a healthy relationship with future partners.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
343,"control","7320","debriefing_form.html","external-html",27,399751,"0.0-7.0","5b573dc690d190000191c90d","618c44ac70a4eaeb3aa4e82f","618c128dfba7721f72bf2b11",NA,"sgdtbyvqdzmtcla","55",0,2152.99999999999,1,51178,5,31448,"Heinz","control","1","17358",1,0,0,7,1,0,1,0,1,1,0,1,1,2,36687.9999999999,1,0,0,"1","21544",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Moral",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","not wrong","wrong","wrong",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","no reason","no reason","no reason","reason","unstated","no reason","no reason","no reason",FALSE
294,"control","77911","debriefing_form.html","external-html",27,562125,"0.0-7.0","5b58a8b8f3c84b0001283805","618c3f0a053d8ba985bbf361","618c128dfba7721f72bf2b1b",NA,"0dlosxk8vvm257z","59",0,2560,4,3332,8,9705,"Incest","control","1","36112",1,0,0,7,0,0,0,0,0,0,0,0,0,2,7727,1,0,0,"1","17593",1,0,0,7,"It was on a soap opera years ago. Brookside","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Because sex is for a committed couple not a game it is forbidden in the Bible",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
667,"cog_load","3072.600000023842","""","survey-text",53,325709,"0.0-6.0","5b5f15f2fc072a00017da73d","618c5f3b6a0a0c510412435c","618c128dfba7721f72bf2b1b",NA,"009utt6nb7t2fs4","58",0,1945.5,1,12127,8,20538.5,"Jennifer","cog_load","1","9323.800000011921",1,0,0,3,1,0,0,0,0,0,0,0,0,2,4745.40000000596,1,0,0,"1","4078.300000011921",1,0,0,3,"no","{""Q0"":""no""}","""","""","""","""",2,1,0,0,"1","3","it's was donated for one purpose only; cannibalism was not that purpose","1",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
627,"control","6325.79999999702","debriefing_form.html","external-html",27,224480,"0.0-7.0","5b675c699f127d0001df5f64","618c58ef0d4ef1e56e6ac247","618c128dfba7721f72bf2b20",NA,"8jpulm82xlbwu9j","53",1,1922.5,1,10877,8,28976.6999999881,"Heinz","control","1","9352.90000000596",1,0,0,7,0,0,0,0,0,0,0,0,0,2,10006.799999997,1,0,0,"1","5825.20000000298",1,0,0,7,"no","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"he was wrong in the sense that he broke his moral duties, irrespective of what the law may say.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
72,NA,"16685.400000035763","""","html-button-response",12,119877,"0.0-4.0-0.0-0.0-4.0-0.0","5b73069b45dd090001a3dc8b","618c2e77eda517d91493f313","618c128dfba7721f72bf2b25",NA,"yjm765y70351og1","28",1,1187,1,31311.8999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16685.4000000358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","<p><b>Example</b></p><video autoplay muted><source src='video/num_scroll_test9.mp4' type='video/mp4'></video><br><p>Do you find multi-tasking difficult?</p>","2","""",NA,2,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unstated",NA,NA,NA,NA,"unstated",NA,NA,NA,NA
52,"cog_load","2629.300000011921","""","survey-text",66,329522,"0.0-6.0","5b758de6d74fcb00010d7f0b","618c2b27203c175bbf5d7885","618c128dfba7721f72bf2b0e",NA,"zcf35qcuf3a0bh3","26",0,1235.29999998212,4,16327.599999994,8,42852.599999994,"Incest","cog_load","6","5939.600000023842",0,2,0,6,0,1,1,0,1,1,1,1,1,0,13578.2000000179,1,0,0,"6","16586.5",1,0,0,5,"No","{""Q0"":""No""}","""","""","""","""",1,0,2,0,"1","2",NA,"3",2,2,1,1,"right","right","There is nothing wrong.","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","unstated","unstated","no reason","no reason","no reason",FALSE
716,"control","34553","debriefing_form.html","external-html",27,431419,"0.0-7.0","5b7c4d7d8c721a00015d2bea","618c681aa91e5ef2eaee3183","618c128dfba7721f72bf2b15",NA,"px7kn04v898z3w5","61",1,2064,1,12903,8,25733,"Trolley","control","2","9444",1,0,0,5,0,1,0,0,0,0,0,0,0,2,8719,1,0,0,"2","8820",1,0,0,5,"no","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"Because he is committing murder by killing the fat man even though it will save five others. IF the fat man decided to risk his own life that would be okay but purposely killing someone is wrong, no matter what.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
169,"cog_load","2778.2000000029802","""","survey-text",53,284392,"0.0-6.0","5b8932a816e64100011c2e9d","618c39a5fb873d0f0bb1097d","618c128dfba7721f72bf2b0e",NA,"55eey686hxsw5pd","25",0,1415.39999999106,1,58801.5,8,15600.5,"Jennifer","cog_load","2","6704.5",1,0,0,6,0,1,0,0,1,0,1,0,0,2,5776.59999999404,1,0,0,"1","6172",1,0,0,6,"no","{""Q0"":""no""}","""","""","""","""",0,1,0,0,"1","3","The person wanted their body to be used in a respectful way to help others. What she did was not what the person wished for their remains.","1",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","not wrong","wrong","wrong","wrong",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
414,"cog_load","4340","""","survey-text",53,289034,"0.0-6.0","5b95342a90c9a000012bd058","618c4587f82a6abc0499d3c0","618c128dfba7721f72bf2b25",NA,"nu5umcd7prpp9l9","29",1,1795,1,2401,8,2604,"Trolley","cog_load","3","9369",1,0,0,7,0,0,0,0,0,0,0,0,0,2,12020,1,0,0,"3","10330.99999999997",1,0,0,7,"No","{""Q0"":""no""}","""","""","""","""",0,1,0,0,"0","1","It is never right to kill someone","0",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
1142,"cog_load","null","""","html-keyboard-response",20,215461,"0.0-4.0-1.0-3.0-0.0","5b95a66ba2980c0001c481a6","618dc4e55788aca1f00d9d48","618d7b245d63c4043bcefa04",NA,"pkg0vkxpmmckk5t","24",1,1282.89999985695,1,28360.5999999046,8,17890.5,"Incest","cog_load",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7375.90000009537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","""","""","null",NA,1,1,0,0,"1`",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unstated",NA,NA,NA,NA,"unstated",NA,NA,NA,NA
1106,"cog_load","28306","debriefing_form.html","external-html",54,374352,"0.0-7.0","5b9754dce1adf100014ac3d1","618daa44b2605d53adfcc0b6","618d7b245d63c4043bcefa04",NA,"qhxamee8zx61yc4","29",1,1843,1,17349,8,21187,"Jennifer","cog_load","1","12846",1,0,0,7,0,0,0,0,1,0,1,0,0,2,8620,1,0,0,"1","10529",1,0,0,7,"no","""","""","""","""","""",2,1,0,0,"0","0","Cannibalism is illegal","0",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","wrong","wrong","wrong",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
327,"control","3713.699999999255","debriefing_form.html","external-html",27,557128,"0.0-7.0","5b9825f4bb32a6000182f65c","618c43e2a32c3cfcabbf692a","618c128dfba7721f72bf2b20",NA,"l9ju0e9rxbj48y4","48",1,1508,1,12390.4000000022,5,17740.6000000015,"Jennifer","control","2","7434.60000000149",1,0,0,7,0,0,0,0,0,0,0,0,0,2,7823,1,0,0,"1","4637.5",1,0,0,7,"no","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"canabalism is a socially unacceptable behaviour",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
878,"cog_load","74658.39999985695","""","survey-text",59,432925,"0.0-6.0","5b9d05862299630001406f88","618cae155897f018eb11c6f9","618c128dfba7721f72bf2b1b",NA,"y54e56xlshyvrzy","62",0,2150.70000004768,1,18330.2999999523,8,32065,"Trolley","cog_load","5","14121.299999952316",0,2,0,2,0,0,0,0,0,0,0,0,0,1,8810.40000009537,1,0,0,"2","6801.599999904633",1,0,0,5,"Something similar, yes","{""Q0"":""Not sure that the guy is 'allowed' to play God (who i dont believe in anyway. Just not sure you can balance the worth of 5 lives against 1""}","""","""","""","""",1,1,0,0,"1","3",NA,"1",1,2,1,1,"right","wrong","It's wrong but I can't think of a reason.","not wrong","wrong","wrong","wrong","wrong","wrong",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
1103,"cog_load","2981.300000000745","""","html-slider-response",51,93250,"0.0-4.0-1.0-16.0","5ba13706f331220001f3ba5b","618da6b690593a709c9ce520","618d7b245d63c4043bcefa04",NA,"ute2gpl8xhnuh29","19",1,1024.80000000075,1,564.900000000373,4,3827.40000000037,"Jennifer","cog_load","4","8921.400000000373",1,0,0,2,0,1,1,0,0,0,0,1,1,2,2262.59999999963,1,0,0,"5","5619.699999999255",1,0,0,7,NA,"""","<p>How confident are you about your judgement?</p><p>(1 = Not at all Confident; 7 = Extremely Confident)</p>","""","""","7",0,1,0,0,"0","3","3","1",1,1,1,1,"neutral","right","It's wrong and I can provide a valid reason.","not wrong","not wrong","wrong","not wrong","wrong","not wrong",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,4,"unstated","no reason","reason","no reason","reason","unstated","no reason","reason","no reason",FALSE
506,NA,"4576","""","html-button-response",12,107537,"0.0-4.0-0.0-0.0-4.0-0.0","5ba4da6f03692b00019adae6","618c4f9cd27769684f513ea1","618c128dfba7721f72bf2b1c",NA,"ja0zhdonudxokxq","20",1,1537,1,16815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","<p><b>Example</b></p><video autoplay muted><source src='video/num_scroll_test9.mp4' type='video/mp4'></video><br><p>Do you find multi-tasking difficult?</p>","2","""",NA,2,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unstated",NA,NA,NA,NA,"unstated",NA,NA,NA,NA
1122,"cog_load","2743.999999999971","""","survey-text",60,262408,"0.0-6.0","5bb5ddb068558a000125ab50","618db6768142d47a49e6e5d7","618d7b245d63c4043bcefa04",NA,"ls7d0zjls8fgo49","33",1,1542,1,1303,8,32779,"Incest","cog_load","1","2782",0,2,0,1,1,0,0,0,0,0,1,0,0,2,6837,1,0,0,"1","5406",1,0,0,2,"No","{""Q0"":""no""}","""","""","""","""",1,1,0,0,"2","2","Although they didn’t tell anyone it could potentially come out eventually and will hurt the family","6",1,2,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
308,"cog_load","2595.9000000001397","""","survey-text",52,254222,"0.0-6.0","5bbbd5fb0cb04c0001501989","618c42b612abf6f3e32f823c","618c128dfba7721f72bf2b18",NA,"0zzg0bej5ztjee8","24",0,1537,1,11923.3999999999,8,29986.8,"Trolley","cog_load","1","4429",1,0,0,6,1,0,1,1,0,1,0,0,0,1,7830,1,0,0,"2","7025.300000000047",1,0,0,6,"no","{""Q0"":""no""}","""","""","""","""",2,1,0,0,"1","1",NA,"0",1,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,0,"unstated","no reason","no reason","reason","no reason","unstated","no reason","no reason","reason",FALSE
1144,"cog_load","32712.900000095367","""","survey-text",53,422069,"0.0-6.0","5bbbf217a83521000173d9df","618dc71be69ddc0ca8081cf3","618d7b245d63c4043bcefa04",NA,"nl54cowt2q8h32a","29",0,1953,1,29967.6000000238,8,31552.8999999762,"Incest","cog_load","3","19287.600000023842",1,0,0,4,0,0,0,0,0,0,1,0,2,2,7795.30000007153,1,0,0,"3","6564.599999904633",1,0,0,6,"Yeah some edge lords who harass my friends dont let anyone into their club unless they agree on weird incest stuff","{""Q0"":""Seems like a pretty unhelpful survey honestly and could be potentially harmful.""}","""","""","""","""",2,1,0,0,"1","0","Power differentials in sibling relationship make consent dubious","1",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,0,"unstated","reason","reason","2","reason","unstated","reason","reason","2",FALSE
511,"control","31405.5","debriefing_form.html","external-html",27,643404,"0.0-7.0","5bc0c8bb1526430001e61bad","618c4fe74ad3ce95f6863be2","618c128dfba7721f72bf2b28",NA,"vdho5cyec2zsnxj","47",1,1575.89999999851,4,16689.799999997,8,27376.5,"Heinz","control","1","19761.20000000298",1,0,0,5,0,1,0,0,0,0,0,0,0,2,9562.09999999776,1,0,0,"1","6158.699999999255",1,0,0,5,"not this one","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"He knows very well it's morally wrong but he's judged that his need for money is sufficient to out weigh his sense of moral worth. It is morally desirable that the economically weak are protected but maintaining the amoral laws that keep society stable may ultimately be more important- some may say morally important given the benefits a stable society distributes to its participants.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
421,"cog_load","3191","""","survey-text",59,432214,"0.0-6.0","5bc1a7ac1f8dd800015f89f5","618c49660d7ddc673222a5bc","618c128dfba7721f72bf2b1b",NA,"nfbcbv4nkvd0m2e","65",0,1614,1,10087,8,24712,"Jennifer","cog_load","1","18881",1,0,0,7,0,0,1,0,0,1,0,0,1,1,6079.99999999994,0,2,0,"1","9589",1,0,0,7,"No","{""Q0"":""no""}","""","""","""","""",0,1,0,0,"1","2",NA,"1",1,1,2,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE
1109,"cog_load","4528.000000000058","""","survey-text",53,366569,"0.0-6.0","5bc23c60a1241c0001d5c527","618dabcc3076625f7336249b","618d7b245d63c4043bcefa04",NA,"m86kzszfnx3mb3k","44",1,2158,1,35784,1,22368,"Incest","cog_load","1","6970.999999999971",1,0,0,7,0,0,2,0,0,0,0,0,0,2,6251.99999999994,1,0,0,"5","10361",1,0,0,6,"No","{""Q0"":""no""}","""","""","""","""",0,1,0,0,"0","1","It’s illegal","1",1,1,1,1,"wrong","right","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","not wrong",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,TRUE,1,"unstated","2","reason","reason","reason","unstated","2","reason","reason",FALSE
151,"control","4107.199999928474","debriefing_form.html","external-html",27,295017,"0.0-7.0","5bcde0ebcc4ee200017d9d20","618c37df3b59fc2b5655386b","618c128dfba7721f72bf2b0e",NA,"8wtmxr6w5jde5xw","27",0,1791.59999990463,1,15506.3999999762,8,34472.8000000715,"Trolley","control","1","11849.100000023842",1,0,0,6,0,1,0,0,1,0,0,0,0,2,9930.30000007153,1,0,0,"1","4786.100000023842",1,0,0,7,"Yes","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The reason this action is wrong is because the man is sacrificing the fat man based on the assumption that he is heavy enough to stop the train. The man is messing with the universe, if it is meant to be - letting 5 people die - that is their destiny and the fat man has nothing to do with this. The man has just committed murder - which is morally wrong regardless of the lives saved in the process.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","not wrong","wrong","wrong","wrong",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
917,"control","8467","debriefing_form.html","external-html",27,558098,"0.0-7.0","5bd2034025db7b000178ad8a","618cbc544a2168d77165cf1a","618c128dfba7721f72bf2b15",NA,"3y3jfmtwbkn6pml","62",1,2219,4,17823,8,101642,"Jennifer","control","1","13115",1,0,0,7,0,0,0,0,0,0,0,0,0,2,16543,1,0,0,"1","6212",1,0,0,7,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The deceased donated their body for research. There would have benn an understanding what that meant and it wouldn't have meant a staff member taking part of the body home and cooking it.",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
992,"control","22233.99999999994","debriefing_form.html","external-html",27,308197,"0.0-7.0","5bd5d52ef836bb0001105e4e","618d91ae9e0acf48f7feda53","618d7b245d63c4043bcefa05",NA,"xtwo5w6a7tw7kvw","37",0,1841.99999999999,1,19514,8,23450,"Jennifer","control","2","10377",1,0,0,6,0,0,0,0,0,0,0,0,0,2,7929.99999999997,1,0,0,"2","4308",1,0,0,6,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"It’s the respect of the person who has died and the issue remains that they donated their body for research not eating. If the person had provided consent to be eaten then it would be different but they did not consent. If they had consented to being eaten at would view it differently",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
912,"control","26276.900000000023","debriefing_form.html","external-html",27,316240,"0.0-7.0","5bd9be64d6fef5000181937f","618cbb278a1d9bb088509abd","618c128dfba7721f72bf2b15",NA,"j4784uzphsjr0an","61",1,2122.19999999991,4,17470,8,27454.2,"Jennifer","control","1","6461.099999999991",1,0,0,6,1,0,0,0,0,0,0,0,0,2,14938.3,1,0,0,"1","4318.499999999971",1,0,0,6,"No","""","""","""","""","""",NA,NA,NA,NA,NA,NA,"The person whose body is was made a choice for it to be donated for medical research therefore using it as meat is going against that person's wishes",NA,NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
